intentRecognized,intentScore,inputSentence,spellcheckedSentence,spellingErrors,luisSpellCheck,allEntitiesRecognized,numberEntities,originCity,destinationCity,budget,startDate,numberChildren,numberAdults
true,0.9767965,we wanna go January.,,false,false,true,1,,,,true,,
true,0.9378728,"fly sometime March, I guess.",,false,false,false,1,,,,false,,
true,0.992332458,we want to leave tomorrow.,,false,false,true,1,,,,true,,
false,0.133153528,gotta leave in April.,,false,false,false,1,,,,false,,
true,0.9902148,I want to leave middle of August.,,false,false,true,1,,,,true,,
true,0.8969582,let us go in April.,,false,false,false,1,,,,false,,
true,0.695168138,I absolutely must leave around May.,,false,false,true,1,,,,true,,
true,0.8862203,let me leave yesterday.,,false,false,true,1,,,,true,,
true,0.999135137,we wanna go around May.,,false,false,true,1,,,,true,,
true,0.9939343,let us go Monday.,,false,false,true,1,,,,true,,
false,0.9248192,we absolutely must leave July for sure.,,false,false,false,1,,,,false,,
true,0.877966166,let me leave in April.,,false,false,false,1,,,,false,,
true,0.984003663,I wanna go Tuesday.,,false,false,true,1,,,,true,,
true,0.978301942,fly starting Wednesday.,,false,false,false,1,,,,false,,
false,0.39768362,make sure the departure date is July for sure.,,false,false,false,1,,,,false,,
true,0.924528837,want to go January.,,false,false,true,1,,,,true,,
true,0.9512925,departure around May.,,false,false,true,1,,,,true,,
true,0.873039067,departure middle of August.,,false,false,true,1,,,,true,,
true,0.595856845,willing to depart Saturday.,,false,false,true,1,,,,true,,
true,0.805440247,willing to depart for September.,,false,false,false,1,,,,false,,
true,0.9609733,fly starting tomorrow.,,false,false,false,1,,,,false,,
true,0.992467046,I wanna go Saturday.,,false,false,true,1,,,,true,,
false,0.7083957,gotta leave July for sure.,,false,false,false,1,,,,false,,
true,0.972759247,I want to go yesterday.,,false,false,true,1,,,,true,,
true,0.974122763,let me leave June if possible.,,false,false,false,1,,,,false,,
true,0.6290565,want to go July for sure.,,false,false,false,1,,,,false,,
true,0.9895026,I want to go Friday.,,false,false,true,1,,,,true,,
false,0.5869693,make sure the departure date is Friday.,,false,false,true,1,,,,true,,
true,0.6313436,"ensure departure is sometime March, I guess.",,false,false,false,1,,,,false,,
false,0.435146421,make sure the departure date is next month.,,false,false,true,1,,,,true,,
true,0.988945067,want to go Saturday.,,false,false,true,1,,,,true,,
true,0.996816456,fly sometime Sunday.,,false,false,true,1,,,,true,,
true,0.9895989,fly sometime Saturday.,,false,false,true,1,,,,true,,
